"id_objetosPossiveis","uri_objetosPossiveis","siglaTipo_objetosPossiveis","codTipo_objetosPossiveis","numero_objetosPossiveis","ano_objetosPossiveis","ementa_objetosPossiveis","id_proposicoesAfetadas","uri_proposicoesAfetadas","siglaTipo_proposicoesAfetadas","codTipo_proposicoesAfetadas","numero_proposicoesAfetadas","ano_proposicoesAfetadas","ementa_proposicoesAfetadas","id_votacao"
2181641,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2181641","REQ",304,9040,2018,"Requer a apensação da PEC 140, de 2012 à PEC 293, de 2004.",259094,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/259094","PEC",136,293,2004,"Altera o Sistema Tributário Nacional e dá outras providências.  (Desmembramento da PEC nº 255/04, devendo os arts. 3º, 8º e 9º, serem renumerados para 3º, 4º e 5º; e os arts. 146, IV, 150, VI e, 153, § 4º, IV, 158, parágrafo único, I, II, 171-A e parágrafo único, 203, parágrafo único e 216, § 3º, constantes do art. 1º, e os arts., 4º, 5º, 7º, renumerados para 2º, 3º e 4º).","259094-140"
335724,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/335724","REQ",348,4397,2006,"Solicita prorrogação do prazo da Comissão Especial da Reforma Tributária.",259094,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/259094","PEC",136,293,2004,"Altera o Sistema Tributário Nacional e dá outras providências.  (Desmembramento da PEC nº 255/04, devendo os arts. 3º, 8º e 9º, serem renumerados para 3º, 4º e 5º; e os arts. 146, IV, 150, VI e, 153, § 4º, IV, 158, parágrafo único, I, II, 171-A e parágrafo único, 203, parágrafo único e 216, § 3º, constantes do art. 1º, e os arts., 4º, 5º, 7º, renumerados para 2º, 3º e 4º).","259094-140"
334379,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/334379","REQ",147,4342,2006,"Solicita prorrogação do prazo da Comissão Especial Reforma Tributária.",259094,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/259094","PEC",136,293,2004,"Altera o Sistema Tributário Nacional e dá outras providências.  (Desmembramento da PEC nº 255/04, devendo os arts. 3º, 8º e 9º, serem renumerados para 3º, 4º e 5º; e os arts. 146, IV, 150, VI e, 153, § 4º, IV, 158, parágrafo único, I, II, 171-A e parágrafo único, 203, parágrafo único e 216, § 3º, constantes do art. 1º, e os arts., 4º, 5º, 7º, renumerados para 2º, 3º e 4º).","259094-140"
311795,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/311795","REQ",348,3555,2006,"Solicita prorrogação do prazo da Comissão Especial - Reforma Tributária.",259094,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/259094","PEC",136,293,2004,"Altera o Sistema Tributário Nacional e dá outras providências.  (Desmembramento da PEC nº 255/04, devendo os arts. 3º, 8º e 9º, serem renumerados para 3º, 4º e 5º; e os arts. 146, IV, 150, VI e, 153, § 4º, IV, 158, parágrafo único, I, II, 171-A e parágrafo único, 203, parágrafo único e 216, § 3º, constantes do art. 1º, e os arts., 4º, 5º, 7º, renumerados para 2º, 3º e 4º).","259094-140"
309580,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/309580","REQ",348,3507,2005,"Solicita prorrogação do prazo da Comissão Especial Reforma Tributária.",259094,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/259094","PEC",136,293,2004,"Altera o Sistema Tributário Nacional e dá outras providências.  (Desmembramento da PEC nº 255/04, devendo os arts. 3º, 8º e 9º, serem renumerados para 3º, 4º e 5º; e os arts. 146, IV, 150, VI e, 153, § 4º, IV, 158, parágrafo único, I, II, 171-A e parágrafo único, 203, parágrafo único e 216, § 3º, constantes do art. 1º, e os arts., 4º, 5º, 7º, renumerados para 2º, 3º e 4º).","259094-140"
306704,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/306704","REQ",348,3434,2005,"Solicita prorrogação do prazo da Comissão Especial Reforma Tributária.",259094,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/259094","PEC",136,293,2004,"Altera o Sistema Tributário Nacional e dá outras providências.  (Desmembramento da PEC nº 255/04, devendo os arts. 3º, 8º e 9º, serem renumerados para 3º, 4º e 5º; e os arts. 146, IV, 150, VI e, 153, § 4º, IV, 158, parágrafo único, I, II, 171-A e parágrafo único, 203, parágrafo único e 216, § 3º, constantes do art. 1º, e os arts., 4º, 5º, 7º, renumerados para 2º, 3º e 4º).","259094-140"
305056,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/305056","REQ",348,3393,2005,"Solicita a prorrogação do prazo da Comissão Especial - PEC 228-A/04 - Reforma Tributária.",259094,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/259094","PEC",136,293,2004,"Altera o Sistema Tributário Nacional e dá outras providências.  (Desmembramento da PEC nº 255/04, devendo os arts. 3º, 8º e 9º, serem renumerados para 3º, 4º e 5º; e os arts. 146, IV, 150, VI e, 153, § 4º, IV, 158, parágrafo único, I, II, 171-A e parágrafo único, 203, parágrafo único e 216, § 3º, constantes do art. 1º, e os arts., 4º, 5º, 7º, renumerados para 2º, 3º e 4º).","259094-140"
300547,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/300547","REQ",348,3272,2005,"Requer a prorrogação do prazo da Comissão por 20 sessões.",259094,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/259094","PEC",136,293,2004,"Altera o Sistema Tributário Nacional e dá outras providências.  (Desmembramento da PEC nº 255/04, devendo os arts. 3º, 8º e 9º, serem renumerados para 3º, 4º e 5º; e os arts. 146, IV, 150, VI e, 153, § 4º, IV, 158, parágrafo único, I, II, 171-A e parágrafo único, 203, parágrafo único e 216, § 3º, constantes do art. 1º, e os arts., 4º, 5º, 7º, renumerados para 2º, 3º e 4º).","259094-140"
298895,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/298895","REQ",348,3232,2005,"Solicita prorrogação do prazo da Comissão Especial Reforma Tributária.",259094,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/259094","PEC",136,293,2004,"Altera o Sistema Tributário Nacional e dá outras providências.  (Desmembramento da PEC nº 255/04, devendo os arts. 3º, 8º e 9º, serem renumerados para 3º, 4º e 5º; e os arts. 146, IV, 150, VI e, 153, § 4º, IV, 158, parágrafo único, I, II, 171-A e parágrafo único, 203, parágrafo único e 216, § 3º, constantes do art. 1º, e os arts., 4º, 5º, 7º, renumerados para 2º, 3º e 4º).","259094-140"
297003,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/297003","REQ",348,3174,2005,"Solicita prorrogação do prazo da Comissão Especial - Reforma Tributária.",259094,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/259094","PEC",136,293,2004,"Altera o Sistema Tributário Nacional e dá outras providências.  (Desmembramento da PEC nº 255/04, devendo os arts. 3º, 8º e 9º, serem renumerados para 3º, 4º e 5º; e os arts. 146, IV, 150, VI e, 153, § 4º, IV, 158, parágrafo único, I, II, 171-A e parágrafo único, 203, parágrafo único e 216, § 3º, constantes do art. 1º, e os arts., 4º, 5º, 7º, renumerados para 2º, 3º e 4º).","259094-140"
294330,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/294330","REQ",348,3108,2005,"Solicita prorrogação do prazo da Comissão Especial Reforma Tributária.",259094,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/259094","PEC",136,293,2004,"Altera o Sistema Tributário Nacional e dá outras providências.  (Desmembramento da PEC nº 255/04, devendo os arts. 3º, 8º e 9º, serem renumerados para 3º, 4º e 5º; e os arts. 146, IV, 150, VI e, 153, § 4º, IV, 158, parágrafo único, I, II, 171-A e parágrafo único, 203, parágrafo único e 216, § 3º, constantes do art. 1º, e os arts., 4º, 5º, 7º, renumerados para 2º, 3º e 4º).","259094-140"
288775,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/288775","REQ",348,2954,2005,"Solicita prorrogação do prazo da Comissão Especial Reforma Tributária.",259094,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/259094","PEC",136,293,2004,"Altera o Sistema Tributário Nacional e dá outras providências.  (Desmembramento da PEC nº 255/04, devendo os arts. 3º, 8º e 9º, serem renumerados para 3º, 4º e 5º; e os arts. 146, IV, 150, VI e, 153, § 4º, IV, 158, parágrafo único, I, II, 171-A e parágrafo único, 203, parágrafo único e 216, § 3º, constantes do art. 1º, e os arts., 4º, 5º, 7º, renumerados para 2º, 3º e 4º).","259094-140"
283482,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/283482","REQ",348,2801,2005,"Solicita prorrogação do prazo da Comissão Especial Reforma Tributária.",259094,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/259094","PEC",136,293,2004,"Altera o Sistema Tributário Nacional e dá outras providências.  (Desmembramento da PEC nº 255/04, devendo os arts. 3º, 8º e 9º, serem renumerados para 3º, 4º e 5º; e os arts. 146, IV, 150, VI e, 153, § 4º, IV, 158, parágrafo único, I, II, 171-A e parágrafo único, 203, parágrafo único e 216, § 3º, constantes do art. 1º, e os arts., 4º, 5º, 7º, renumerados para 2º, 3º e 4º).","259094-140"
279526,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/279526","REQ",348,2675,2005,"Solicita prorrogação do prazo de Comissão Especial - Reforma Tributária.",259094,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/259094","PEC",136,293,2004,"Altera o Sistema Tributário Nacional e dá outras providências.  (Desmembramento da PEC nº 255/04, devendo os arts. 3º, 8º e 9º, serem renumerados para 3º, 4º e 5º; e os arts. 146, IV, 150, VI e, 153, § 4º, IV, 158, parágrafo único, I, II, 171-A e parágrafo único, 203, parágrafo único e 216, § 3º, constantes do art. 1º, e os arts., 4º, 5º, 7º, renumerados para 2º, 3º e 4º).","259094-140"
275697,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/275697","REQ",348,2503,2005,"Solicito prorrogação do prazo da Comissão Especial Reforma Tributária.",259094,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/259094","PEC",136,293,2004,"Altera o Sistema Tributário Nacional e dá outras providências.  (Desmembramento da PEC nº 255/04, devendo os arts. 3º, 8º e 9º, serem renumerados para 3º, 4º e 5º; e os arts. 146, IV, 150, VI e, 153, § 4º, IV, 158, parágrafo único, I, II, 171-A e parágrafo único, 203, parágrafo único e 216, § 3º, constantes do art. 1º, e os arts., 4º, 5º, 7º, renumerados para 2º, 3º e 4º).","259094-140"
270530,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/270530","REQ",348,2307,2004,"Solicita prorrogação de prazo da Comissão Especial - Pec 228, de 2004.",259094,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/259094","PEC",136,293,2004,"Altera o Sistema Tributário Nacional e dá outras providências.  (Desmembramento da PEC nº 255/04, devendo os arts. 3º, 8º e 9º, serem renumerados para 3º, 4º e 5º; e os arts. 146, IV, 150, VI e, 153, § 4º, IV, 158, parágrafo único, I, II, 171-A e parágrafo único, 203, parágrafo único e 216, § 3º, constantes do art. 1º, e os arts., 4º, 5º, 7º, renumerados para 2º, 3º e 4º).","259094-140"
249759,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/249759","REQ",348,1744,2004,"Requer a prorrogação do prazo por vinte sessões.",259094,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/259094","PEC",136,293,2004,"Altera o Sistema Tributário Nacional e dá outras providências.  (Desmembramento da PEC nº 255/04, devendo os arts. 3º, 8º e 9º, serem renumerados para 3º, 4º e 5º; e os arts. 146, IV, 150, VI e, 153, § 4º, IV, 158, parágrafo único, I, II, 171-A e parágrafo único, 203, parágrafo único e 216, § 3º, constantes do art. 1º, e os arts., 4º, 5º, 7º, renumerados para 2º, 3º e 4º).","259094-140"
